Title,Price,Description,Reviews,Product URL,Scraped At
Dell Latitude 5580,$1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/141,2026-05-15 18:58:16
"Apple MacBook Air 13""",$1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/142,2026-05-15 18:58:16
Lenovo ThinkPad T470,$1349.23,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/143,2026-05-15 18:58:16
Lenovo ThinkPad Yoga 370 Black,$1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",12 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/144,2026-05-15 18:58:16
Toshiba Portege X20W-D-10V Black/Blue,$1366.32,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/145,2026-05-15 18:58:16
Asus ASUSPRO B9440UA-GV0279R Gray,$1381.13,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/146,2026-05-15 18:58:16
Lenovo Legion Y720,$1399,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/56,2026-05-15 18:58:16
Asus ROG Strix GL702VM-GC146T,$1399,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/147,2026-05-15 18:58:16
Asus ROG Strix GL702ZC-GC154T,$1769,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/57,2026-05-15 18:58:16
Asus ROG Strix GL702ZC-GC209T,$1769,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/58,2026-05-15 18:58:16
Asus ROG Strix SCAR Edition GL503VM-ED115T,$1799,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/59,2026-05-15 18:58:16
