Title,Price_OLD,Description_OLD,Reviews_OLD,Product URL_OLD,Scraped At_OLD,Price_NEW,Description_NEW,Reviews_NEW,Product URL_NEW,Scraped At_NEW
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Dell Inspiron 15 (7567) Black,1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/111,2026-05-26 10:52:45,1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/95,2026-06-03 16:11:19
Dell Latitude 5580,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-05-26 10:52:45,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-06-03 16:11:19
Dell Latitude 5580,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-05-26 10:52:45,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-06-03 16:11:19
Dell Latitude 5580,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-05-26 10:52:45,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/141,2026-06-03 16:11:19
Lenovo Legion Y520-15IKBM,1149.0,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/55,2026-05-26 10:52:45,1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/101,2026-06-03 16:11:19
Dell Latitude 5580,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-05-26 10:52:45,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-06-03 16:11:19
Dell Latitude 5580,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-05-26 10:52:45,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-06-03 16:11:19
Dell Latitude 5580,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-05-26 10:52:45,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/141,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/120,2026-05-26 10:52:45,1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/103,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/120,2026-05-26 10:52:45,1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/126,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/126,2026-05-26 10:52:45,1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/103,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/126,2026-05-26 10:52:45,1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/120,2026-06-03 16:11:19
ThinkPad Yoga,1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/43,2026-05-26 10:52:45,1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/37,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
"Apple MacBook Air 13""",1260.13,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/131,2026-05-26 10:52:45,1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/142,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Dell Latitude 5580,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-05-26 10:52:45,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-06-03 16:11:19
Dell Latitude 5580,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-05-26 10:52:45,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-06-03 16:11:19
Dell Latitude 5580,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-05-26 10:52:45,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/141,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5580,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/141,2026-05-26 10:52:45,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-06-03 16:11:19
